OrderID,CustomerID,DishID,Feedback,Rating,Sentiment
O00509,C0053,R64,"Food was okay, can be improved",5,Very Positive
O00510,C0266,R12,"Very good, will order again",4,Positive
O00511,C0103,R105,Perfectly cooked and tasty,5,Very Positive
O00512,C0010,R138,Will not order this again,3,Neutral
O00513,C0220,R50,Average experience,3,Neutral
O00514,C0011,R138,Excellent taste and service,4,Positive
O00515,C0271,R45,Too spicy for me,3,Neutral
O00516,C0071,R81,Perfectly cooked and tasty,5,Very Positive
O00517,C0165,R111,"Loved it, highly recommended",5,Very Positive
O00518,C0141,R35,Perfectly cooked and tasty,5,Very Positive
O00519,C0179,R82,Average experience,3,Neutral
O00520,C0206,R21,Will not order this again,3,Neutral
O00521,C0017,R124,Not satisfied with the taste,2,Negative
O00522,C0031,R32,"Loved it, highly recommended",5,Very Positive
O00523,C0219,R57,Will not order this again,3,Neutral
O00524,C0222,R43,Perfectly cooked and tasty,5,Very Positive
O00525,C0078,R34,Will not order this again,3,Neutral
O00526,C0181,R75,Average experience,3,Neutral
O00527,C0159,R161,Perfectly cooked and tasty,5,Very Positive
O00528,C0079,R22,Perfectly cooked and tasty,5,Very Positive
O00529,C0304,R54,Perfectly cooked and tasty,5,Very Positive
O00530,C0083,R117,Perfectly cooked and tasty,5,Very Positive
O00531,C0086,R134,"Food was okay, can be improved",5,Very Positive
O00532,C0271,R105,Will not order this again,3,Neutral
O00533,C0149,R6,Service was slow but food good,4,Positive
O00534,C0239,R26,Service was slow but food good,4,Positive
O00535,C0168,R57,Not satisfied with the taste,2,Negative
O00536,C0018,R137,Perfectly cooked and tasty,5,Very Positive
O00537,C0322,R152,Excellent taste and service,4,Positive
O00538,C0238,R137,Average experience,3,Neutral
O00539,C0249,R13,"Very good, will order again",4,Positive
O00540,C0050,R55,"Very good, will order again",4,Positive
O00541,C0041,R38,"Very good, will order again",4,Positive
O00542,C0317,R22,Service was slow but food good,4,Positive
O00543,C0203,R30,"Loved it, highly recommended",5,Very Positive
O00544,C0100,R9,Perfectly cooked and tasty,5,Very Positive
O00545,C0222,R149,"Very good, will order again",4,Positive
O00546,C0300,R11,Excellent taste and service,4,Positive
O00547,C0180,R117,Perfectly cooked and tasty,5,Very Positive
O00548,C0041,R163,"Loved it, highly recommended",5,Very Positive
O00549,C0138,R20,Too spicy for me,3,Neutral
O00550,C0329,R77,Average experience,3,Neutral
O00551,C0144,R38,"Very good, will order again",4,Positive
O00552,C0160,R63,"Loved it, highly recommended",5,Very Positive
O00553,C0043,R72,Average experience,3,Neutral
O00554,C0129,R13,"Loved it, highly recommended",5,Very Positive
O00555,C0175,R147,Will not order this again,3,Neutral
O00556,C0017,R52,Perfectly cooked and tasty,5,Very Positive
O00557,C0045,R55,Will not order this again,3,Neutral
O00558,C0293,R33,Service was slow but food good,4,Positive
O00559,C0047,R23,Excellent taste and service,4,Positive
O00560,C0284,R35,Not satisfied with the taste,2,Negative
O00561,C0119,R12,"Food was okay, can be improved",5,Very Positive
O00562,C0047,R15,Service was slow but food good,4,Positive
O00563,C0228,R80,Too spicy for me,3,Neutral
O00564,C0212,R33,Will not order this again,3,Neutral
O00565,C0073,R86,Too spicy for me,3,Neutral
O00566,C0254,R120,Perfectly cooked and tasty,5,Very Positive
O00567,C0324,R18,Will not order this again,3,Neutral
O00568,C0150,R78,"Food was okay, can be improved",5,Very Positive
O00569,C0189,R87,Too spicy for me,3,Neutral
O00570,C0310,R68,Service was slow but food good,4,Positive
O00571,C0166,R160,Perfectly cooked and tasty,5,Very Positive
O00572,C0251,R116,Will not order this again,3,Neutral
O00573,C0027,R47,"Loved it, highly recommended",5,Very Positive
O00574,C0188,R124,"Food was okay, can be improved",5,Very Positive
O00575,C0306,R28,Too spicy for me,3,Neutral
O00576,C0243,R43,"Food was okay, can be improved",5,Very Positive
O00577,C0220,R83,Too spicy for me,3,Neutral
O00578,C0244,R158,Not satisfied with the taste,2,Negative
O00579,C0306,R64,"Food was okay, can be improved",5,Very Positive
O00580,C0005,R153,"Food was okay, can be improved",5,Very Positive
O00581,C0267,R21,"Very good, will order again",4,Positive
O00582,C0326,R155,"Food was okay, can be improved",5,Very Positive
O00583,C0200,R166,Service was slow but food good,4,Positive
O00584,C0009,R120,Service was slow but food good,4,Positive
O00585,C0226,R166,Excellent taste and service,4,Positive
O00586,C0227,R152,Not satisfied with the taste,2,Negative
O00587,C0309,R25,"Food was okay, can be improved",5,Very Positive
O00588,C0006,R23,Excellent taste and service,4,Positive
O00589,C0319,R84,"Food was okay, can be improved",5,Very Positive
O00590,C0093,R139,Service was slow but food good,4,Positive
O00591,C0044,R103,Average experience,3,Neutral
O00592,C0094,R20,Excellent taste and service,4,Positive
O00593,C0316,R20,Will not order this again,3,Neutral
O00594,C0010,R59,Too spicy for me,3,Neutral
O00595,C0157,R63,"Very good, will order again",4,Positive
O00596,C0255,R138,"Food was okay, can be improved",5,Very Positive
O00597,C0004,R124,"Loved it, highly recommended",5,Very Positive
O00598,C0010,R78,"Very good, will order again",4,Positive
O00599,C0065,R43,Excellent taste and service,4,Positive
O00600,C0226,R32,"Loved it, highly recommended",5,Very Positive
O00601,C0062,R158,Not satisfied with the taste,2,Negative
O00602,C0195,R83,Average experience,3,Neutral
O00603,C0271,R161,"Food was okay, can be improved",5,Very Positive
O00604,C0234,R64,Service was slow but food good,4,Positive
O00605,C0059,R53,Excellent taste and service,4,Positive
O00606,C0323,R20,Average experience,3,Neutral
O00607,C0041,R131,"Loved it, highly recommended",5,Very Positive
O00608,C0066,R29,"Food was okay, can be improved",5,Very Positive
O00609,C0176,R149,Perfectly cooked and tasty,5,Very Positive
O00610,C0309,R61,Excellent taste and service,4,Positive
O00611,C0178,R142,Too spicy for me,3,Neutral
O00612,C0309,R77,Average experience,3,Neutral
O00613,C0075,R112,"Food was okay, can be improved",5,Very Positive
O00614,C0249,R60,Service was slow but food good,4,Positive
O00615,C0061,R124,Average experience,3,Neutral
O00616,C0212,R134,Service was slow but food good,4,Positive
O00617,C0132,R71,"Food was okay, can be improved",5,Very Positive
O00618,C0191,R8,"Loved it, highly recommended",5,Very Positive
O00619,C0225,R27,Will not order this again,3,Neutral
O00620,C0213,R4,"Loved it, highly recommended",5,Very Positive
O00621,C0234,R21,"Loved it, highly recommended",5,Very Positive
O00622,C0196,R135,Average experience,3,Neutral
O00623,C0250,R89,Excellent taste and service,4,Positive
O00624,C0129,R26,Average experience,3,Neutral
O00625,C0320,R30,Too spicy for me,3,Neutral
O00626,C0250,R40,Not satisfied with the taste,2,Negative
O00627,C0060,R21,Will not order this again,3,Neutral
O00628,C0186,R35,"Very good, will order again",4,Positive
O00629,C0200,R78,"Loved it, highly recommended",5,Very Positive
O00630,C0063,R13,Too spicy for me,3,Neutral
O00631,C0209,R82,Not satisfied with the taste,2,Negative
O00632,C0272,R7,Too spicy for me,3,Neutral
O00633,C0266,R10,"Very good, will order again",4,Positive
O00634,C0006,R88,"Very good, will order again",4,Positive
O00635,C0148,R147,Too spicy for me,3,Neutral
O00636,C0224,R116,Not satisfied with the taste,2,Negative
O00637,C0101,R160,Not satisfied with the taste,2,Negative
O00638,C0033,R117,Will not order this again,3,Neutral
O00639,C0074,R46,"Very good, will order again",4,Positive
O00640,C0039,R16,Too spicy for me,3,Neutral
O00641,C0037,R138,Will not order this again,3,Neutral
O00642,C0092,R100,Not satisfied with the taste,2,Negative
O00643,C0166,R13,Will not order this again,3,Neutral
O00644,C0184,R34,"Very good, will order again",4,Positive
O00645,C0271,R73,Not satisfied with the taste,2,Negative
O00646,C0131,R42,"Food was okay, can be improved",5,Very Positive
O00647,C0232,R84,Perfectly cooked and tasty,5,Very Positive
O00648,C0071,R160,"Food was okay, can be improved",5,Very Positive
O00649,C0330,R43,Too spicy for me,3,Neutral
O00650,C0047,R50,"Very good, will order again",4,Positive
O00651,C0004,R153,Too spicy for me,3,Neutral
O00652,C0031,R7,Service was slow but food good,4,Positive
O00653,C0269,R45,Service was slow but food good,4,Positive
O00654,C0099,R116,"Very good, will order again",4,Positive
O00655,C0067,R128,"Food was okay, can be improved",5,Very Positive
O00656,C0068,R55,Perfectly cooked and tasty,5,Very Positive
O00657,C0204,R156,Not satisfied with the taste,2,Negative
O00658,C0247,R63,Average experience,3,Neutral
O00659,C0080,R161,Will not order this again,3,Neutral
O00660,C0056,R79,Not satisfied with the taste,2,Negative
O00661,C0265,R82,Excellent taste and service,4,Positive
O00662,C0048,R12,Excellent taste and service,4,Positive
O00663,C0107,R156,"Loved it, highly recommended",5,Very Positive
O00664,C0054,R83,Not satisfied with the taste,2,Negative
O00665,C0309,R25,Not satisfied with the taste,2,Negative
O00666,C0245,R140,"Very good, will order again",4,Positive
O00667,C0253,R25,Will not order this again,3,Neutral
O00668,C0292,R151,Average experience,3,Neutral
O00669,C0164,R6,Not satisfied with the taste,2,Negative
O00670,C0206,R64,Not satisfied with the taste,2,Negative
O00671,C0220,R142,Excellent taste and service,4,Positive
O00672,C0153,R87,Will not order this again,3,Neutral
O00673,C0087,R29,Not satisfied with the taste,2,Negative
O00674,C0306,R142,"Loved it, highly recommended",5,Very Positive
O00675,C0210,R144,Too spicy for me,3,Neutral
O00676,C0102,R63,Excellent taste and service,4,Positive
O00677,C0112,R28,"Very good, will order again",4,Positive
O00678,C0229,R42,Average experience,3,Neutral
O00679,C0179,R74,Not satisfied with the taste,2,Negative
O00680,C0116,R68,"Very good, will order again",4,Positive
O00681,C0260,R60,Will not order this again,3,Neutral
O00682,C0229,R45,Excellent taste and service,4,Positive
O00683,C0143,R111,"Loved it, highly recommended",5,Very Positive
O00684,C0130,R2,Excellent taste and service,4,Positive
O00685,C0295,R117,"Food was okay, can be improved",5,Very Positive
O00686,C0283,R38,"Food was okay, can be improved",5,Very Positive
O00687,C0130,R154,Perfectly cooked and tasty,5,Very Positive
O00688,C0102,R8,Will not order this again,3,Neutral
O00689,C0046,R45,Too spicy for me,3,Neutral
O00690,C0104,R30,"Very good, will order again",4,Positive
O00691,C0065,R21,"Loved it, highly recommended",5,Very Positive
O00692,C0107,R105,Not satisfied with the taste,2,Negative
O00693,C0066,R161,"Loved it, highly recommended",5,Very Positive
O00694,C0256,R72,Service was slow but food good,4,Positive
O00695,C0175,R145,"Food was okay, can be improved",5,Very Positive
O00696,C0325,R5,Excellent taste and service,4,Positive
O00697,C0041,R127,Excellent taste and service,4,Positive
O00698,C0123,R79,Perfectly cooked and tasty,5,Very Positive
O00699,C0198,R55,Not satisfied with the taste,2,Negative
O00700,C0181,R52,Will not order this again,3,Neutral
O00701,C0231,R138,Not satisfied with the taste,2,Negative
O00702,C0216,R29,Will not order this again,3,Neutral
O00703,C0012,R131,Will not order this again,3,Neutral
O00704,C0277,R137,Too spicy for me,3,Neutral
O00705,C0193,R74,"Loved it, highly recommended",5,Very Positive
O00706,C0050,R131,Service was slow but food good,4,Positive
O00707,C0002,R74,Will not order this again,3,Neutral
O00708,C0300,R85,Service was slow but food good,4,Positive
O00709,C0302,R1,"Very good, will order again",4,Positive
O00710,C0106,R88,"Food was okay, can be improved",5,Very Positive
O00711,C0104,R45,Excellent taste and service,4,Positive
O00712,C0162,R4,Perfectly cooked and tasty,5,Very Positive
O00713,C0322,R26,Service was slow but food good,4,Positive
O00714,C0132,R124,"Very good, will order again",4,Positive
O00715,C0288,R143,Average experience,3,Neutral
O00716,C0250,R159,"Food was okay, can be improved",5,Very Positive
O00717,C0166,R11,Average experience,3,Neutral
O00718,C0251,R142,Perfectly cooked and tasty,5,Very Positive
O00719,C0180,R10,Service was slow but food good,4,Positive
O00720,C0097,R139,Average experience,3,Neutral
O00721,C0211,R158,"Loved it, highly recommended",5,Very Positive
O00722,C0166,R161,Perfectly cooked and tasty,5,Very Positive
O00723,C0071,R83,Service was slow but food good,4,Positive
O00724,C0059,R164,Will not order this again,3,Neutral
O00725,C0283,R111,Perfectly cooked and tasty,5,Very Positive
O00726,C0160,R169,Perfectly cooked and tasty,5,Very Positive
O00727,C0110,R14,"Loved it, highly recommended",5,Very Positive
O00728,C0316,R61,Too spicy for me,3,Neutral
O00729,C0147,R152,Excellent taste and service,4,Positive
O00730,C0247,R153,Excellent taste and service,4,Positive
O00731,C0123,R50,Service was slow but food good,4,Positive
O00732,C0102,R78,Service was slow but food good,4,Positive
O00733,C0182,R4,Perfectly cooked and tasty,5,Very Positive
O00734,C0100,R124,"Food was okay, can be improved",5,Very Positive
O00735,C0328,R18,Average experience,3,Neutral
O00736,C0262,R21,"Loved it, highly recommended",5,Very Positive
O00737,C0179,R78,Will not order this again,3,Neutral
O00738,C0039,R53,Perfectly cooked and tasty,5,Very Positive
O00739,C0146,R84,Service was slow but food good,4,Positive
O00740,C0005,R67,Excellent taste and service,4,Positive
O00741,C0136,R5,Will not order this again,3,Neutral
O00742,C0279,R20,Will not order this again,3,Neutral
O00743,C0233,R153,Excellent taste and service,4,Positive
O00744,C0220,R147,"Loved it, highly recommended",5,Very Positive
O00745,C0081,R74,"Loved it, highly recommended",5,Very Positive
O00746,C0200,R80,Not satisfied with the taste,2,Negative
O00747,C0043,R12,"Very good, will order again",4,Positive
O00748,C0041,R161,Will not order this again,3,Neutral
O00749,C0305,R86,Average experience,3,Neutral
O00750,C0209,R59,"Loved it, highly recommended",5,Very Positive
O00751,C0327,R89,Excellent taste and service,4,Positive
O00752,C0185,R89,Perfectly cooked and tasty,5,Very Positive
O00753,C0164,R161,Not satisfied with the taste,2,Negative
O00754,C0016,R7,Will not order this again,3,Neutral
O00755,C0007,R21,Too spicy for me,3,Neutral
O00756,C0303,R7,Service was slow but food good,4,Positive
O00757,C0143,R112,"Loved it, highly recommended",5,Very Positive
O00758,C0270,R86,Service was slow but food good,4,Positive
O00759,C0316,R85,"Food was okay, can be improved",5,Very Positive
O00760,C0188,R23,Perfectly cooked and tasty,5,Very Positive
O00761,C0127,R86,Perfectly cooked and tasty,5,Very Positive
O00762,C0224,R57,"Food was okay, can be improved",5,Very Positive
O00763,C0007,R127,Too spicy for me,3,Neutral
O00764,C0082,R168,Service was slow but food good,4,Positive
O00765,C0054,R134,Excellent taste and service,4,Positive
O00766,C0310,R80,Perfectly cooked and tasty,5,Very Positive
O00767,C0241,R72,"Loved it, highly recommended",5,Very Positive
O00768,C0245,R46,Not satisfied with the taste,2,Negative
O00769,C0194,R75,Average experience,3,Neutral
O00770,C0086,R68,Average experience,3,Neutral
O00771,C0134,R56,Service was slow but food good,4,Positive
O00772,C0059,R47,"Very good, will order again",4,Positive
O00773,C0035,R36,"Food was okay, can be improved",5,Very Positive
O00774,C0064,R34,Not satisfied with the taste,2,Negative
O00775,C0163,R72,Not satisfied with the taste,2,Negative
O00776,C0125,R161,Perfectly cooked and tasty,5,Very Positive
O00777,C0021,R29,Too spicy for me,3,Neutral
O00778,C0177,R61,Not satisfied with the taste,2,Negative
O00779,C0230,R17,Not satisfied with the taste,2,Negative
O00780,C0062,R146,Average experience,3,Neutral
O00781,C0086,R15,Perfectly cooked and tasty,5,Very Positive
O00782,C0186,R79,Too spicy for me,3,Neutral
O00783,C0316,R45,Too spicy for me,3,Neutral
O00784,C0165,R74,Perfectly cooked and tasty,5,Very Positive
O00785,C0103,R46,"Food was okay, can be improved",5,Very Positive
O00786,C0233,R138,Average experience,3,Neutral
O00787,C0103,R53,Perfectly cooked and tasty,5,Very Positive
O00788,C0066,R128,"Food was okay, can be improved",5,Very Positive
O00789,C0298,R156,"Loved it, highly recommended",5,Very Positive
O00790,C0328,R127,Not satisfied with the taste,2,Negative
O00791,C0225,R83,"Very good, will order again",4,Positive
O00792,C0275,R146,Will not order this again,3,Neutral
O00793,C0251,R18,Not satisfied with the taste,2,Negative
